Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Indianapolis,Weekly,"2023-05-28 00:00:00",Conventional,1.102572879,293175.56,64965.85,144117.79,13401.47,54920.25,,,
Jacksonville,Weekly,"2023-06-18 00:00:00",Conventional,1.084263270,234890.87,152958.04,18350.68,64.09,59661.70,,,
Jacksonville,Weekly,"2023-06-11 00:00:00",Conventional,1.016954883,258913.30,174614.26,4882.25,29.95,71605.02,,,
Jacksonville,Weekly,"2023-06-04 00:00:00",Conventional,1.005314805,269762.75,187136.45,5987.22,87.40,68872.73,,,
Jacksonville,Weekly,"2023-05-28 00:00:00",Conventional,1.046013232,264995.31,187697.56,6990.28,797.59,57842.06,,,
"Las Vegas",Weekly,"2023-06-18 00:00:00",Conventional,1.004104724,415618.81,168185.21,105653.30,10361.43,122741.18,,,
"Las Vegas",Weekly,"2023-06-11 00:00:00",Conventional,0.979104473,422829.23,155547.87,121216.55,11322.71,126383.35,,,
"Las Vegas",Weekly,"2023-06-04 00:00:00",Conventional,0.966889096,489619.23,265131.12,81984.05,14824.99,119208.76,,,
"Las Vegas",Weekly,"2023-05-28 00:00:00",Conventional,1.057681512,393848.26,178192.24,77524.16,4303.45,124336.64,,,
"Los Angeles",Weekly,"2023-06-18 00:00:00",Conventional,1.181350617,3120780.89,1513423.22,39204.79,885854.75,620794.02,,,
"Los Angeles",Weekly,"2023-06-11 00:00:00",Conventional,1.172608600,3062580.78,1344913.27,35651.96,959752.24,658995.86,,,
"Los Angeles",Weekly,"2023-06-04 00:00:00",Conventional,1.292974852,2836203.92,1429631.72,55146.48,656057.28,637992.50,,,
"Los Angeles",Weekly,"2023-05-28 00:00:00",Conventional,1.113335594,3230319.97,1631755.65,105353.04,822386.44,613338.03,,,
Louisville,Weekly,"2023-06-18 00:00:00",Conventional,1.043172184,138193.75,39534.51,61622.80,1918.95,33969.59,,,
Louisville,Weekly,"2023-06-11 00:00:00",Conventional,0.946125497,153490.33,46684.60,56659.57,5229.02,37055.71,,,
Louisville,Weekly,"2023-06-04 00:00:00",Conventional,1.021618675,137368.58,57523.92,29756.23,6328.43,37491.05,,,
Louisville,Weekly,"2023-05-28 00:00:00",Conventional,1.000494895,143838.16,57547.45,38995.06,2490.14,38458.83,,,
"Miami/Ft. Lauderdale",Weekly,"2023-06-18 00:00:00",Conventional,1.041974711,1084256.23,830964.11,22537.77,217.63,218922.79,,,
"Miami/Ft. Lauderdale",Weekly,"2023-06-11 00:00:00",Conventional,0.982446994,1168414.50,808322.28,17426.97,421.56,306334.44,,,
"Miami/Ft. Lauderdale",Weekly,"2023-06-04 00:00:00",Conventional,0.994130074,1212317.20,819225.38,17918.21,251.92,317693.24,,,
"Miami/Ft. Lauderdale",Weekly,"2023-05-28 00:00:00",Conventional,1.030278713,1202342.76,853218.31,14133.83,155.88,276472.64,,,
Nashville,Weekly,"2023-06-18 00:00:00",Conventional,1.013752441,311777.25,144346.07,89938.77,29.37,74001.94,,,
Nashville,Weekly,"2023-06-11 00:00:00",Conventional,0.950891187,337637.74,156790.31,77650.64,109.71,88898.04,,,
Nashville,Weekly,"2023-06-04 00:00:00",Conventional,1.005303025,337326.59,180641.80,52532.97,56.15,89770.33,,,
Nashville,Weekly,"2023-05-28 00:00:00",Conventional,0.991322672,334547.73,172810.07,60080.43,63.05,87093.26,,,
"Northern New England",Weekly,"2023-06-18 00:00:00",Conventional,1.190698339,469089.53,59262.71,317598.58,101.96,85252.43,,,
"Northern New England",Weekly,"2023-06-11 00:00:00",Conventional,1.158585335,459622.18,60467.12,293225.54,163.19,96155.35,,,
"Northern New England",Weekly,"2023-06-04 00:00:00",Conventional,1.004183510,631126.84,94085.87,450425.41,175.74,77142.30,,,
"Northern New England",Weekly,"2023-05-28 00:00:00",Conventional,1.132514388,490263.18,72786.38,310786.71,94.80,97936.57,,,
"New Orleans/Mobile",Weekly,"2023-06-18 00:00:00",Conventional,0.848614936,294006.77,195612.18,4187.84,1824.03,18382.13,,,
"New Orleans/Mobile",Weekly,"2023-06-11 00:00:00",Conventional,0.833084429,309211.76,219133.54,2387.19,1757.37,15681.37,,,
"New Orleans/Mobile",Weekly,"2023-06-04 00:00:00",Conventional,0.835430147,318509.10,231594.76,2339.32,1635.49,13627.96,,,
"New Orleans/Mobile",Weekly,"2023-05-28 00:00:00",Conventional,0.859210397,307934.93,215272.93,2127.84,1985.90,16140.45,,,
"New York",Weekly,"2023-06-18 00:00:00",Conventional,1.003706412,2297505.28,170184.36,1476089.68,970.86,513738.41,,,
"New York",Weekly,"2023-06-11 00:00:00",Conventional,1.348385155,1663451.31,146025.79,894582.82,694.39,546759.62,,,
"New York",Weekly,"2023-06-04 00:00:00",Conventional,1.180465019,2208117.37,190571.19,1405317.59,846.88,547691.16,,,
"New York",Weekly,"2023-05-28 00:00:00",Conventional,1.261922714,1878724.30,124624.40,1100244.03,1062.16,595205.46,,,
Orlando,Weekly,"2023-06-18 00:00:00",Conventional,1.053869108,579806.75,399652.69,9551.39,252.67,161676.81,,,
Orlando,Weekly,"2023-06-11 00:00:00",Conventional,0.979395099,640999.28,395199.54,4980.12,275.58,216047.99,,,
Orlando,Weekly,"2023-06-04 00:00:00",Conventional,0.960887738,680674.17,402838.67,11605.45,127.70,235396.07,,,
Orlando,Weekly,"2023-05-28 00:00:00",Conventional,1.001018313,667430.58,415850.36,6486.07,167.96,207390.64,,,
Peoria/Springfield,Weekly,"2023-06-18 00:00:00",Conventional,0.990534538,124228.27,57355.06,26277.59,3928.62,29755.57,,,
Peoria/Springfield,Weekly,"2023-06-11 00:00:00",Conventional,0.928736449,139335.58,57501.61,30823.27,11725.66,31655.52,,,
Peoria/Springfield,Weekly,"2023-06-04 00:00:00",Conventional,0.985195186,130956.44,58262.19,21547.86,13363.31,30808.13,,,
Peoria/Springfield,Weekly,"2023-05-28 00:00:00",Conventional,1.018733035,127475.73,55312.76,27987.87,4529.14,30611.33,,,
Philadelphia,Weekly,"2023-06-18 00:00:00",Conventional,1.069446165,619513.58,163654.98,219347.52,15109.07,176323.42,,,
Philadelphia,Weekly,"2023-06-11 00:00:00",Conventional,1.147031270,559617.21,153188.90,161073.89,15910.28,207784.18,,,
Philadelphia,Weekly,"2023-06-04 00:00:00",Conventional,1.089790638,636656.39,160034.96,236576.99,17454.63,204517.08,,,
Philadelphia,Weekly,"2023-05-28 00:00:00",Conventional,1.109092923,592305.46,150142.03,193081.65,14676.22,216234.74,,,
Phoenix/Tucson,Weekly,"2023-06-18 00:00:00",Conventional,0.898292924,1266836.71,624701.70,445760.25,2652.86,155345.02,,,
Phoenix/Tucson,Weekly,"2023-06-11 00:00:00",Conventional,0.880446595,1235081.36,587955.34,472654.89,2690.62,127151.46,,,
Phoenix/Tucson,Weekly,"2023-06-04 00:00:00",Conventional,0.863973701,1412424.46,893965.47,351736.09,3162.94,117183.71,,,
Phoenix/Tucson,Weekly,"2023-05-28 00:00:00",Conventional,0.926946227,1239662.37,591491.83,472129.49,2573.18,129183.91,,,
Pittsburgh,Weekly,"2023-06-18 00:00:00",Conventional,1.105185729,135680.14,79227.70,10997.66,103.86,32426.46,,,
Pittsburgh,Weekly,"2023-06-11 00:00:00",Conventional,1.103903708,133362.06,75001.34,13452.50,86.10,39878.33,,,
Pittsburgh,Weekly,"2023-06-04 00:00:00",Conventional,1.000131619,168835.45,114922.32,11796.81,93.67,35548.79,,,
Pittsburgh,Weekly,"2023-05-28 00:00:00",Conventional,1.133342901,137710.21,79632.04,10257.45,106.07,41794.85,,,
Portland,Weekly,"2023-06-18 00:00:00",Conventional,1.101654218,616601.74,334242.11,149502.59,40061.05,77267.75,,,
Portland,Weekly,"2023-06-11 00:00:00",Conventional,1.102789925,659692.02,308201.79,203239.06,42355.41,89578.57,,,
Portland,Weekly,"2023-06-04 00:00:00",Conventional,1.163679903,610031.06,321673.52,130028.00,42951.73,99028.11,,,
Portland,Weekly,"2023-05-28 00:00:00",Conventional,1.207546432,643790.27,289210.55,204655.65,41750.67,93342.77,,,
Providence,Weekly,"2023-06-18 00:00:00",Conventional,1.108245305,105020.16,5639.94,80618.64,20.33,15885.26,,,
Providence,Weekly,"2023-06-11 00:00:00",Conventional,1.461645927,81709.78,6126.37,57469.79,17.69,16873.37,,,
Providence,Weekly,"2023-06-04 00:00:00",Conventional,1.504660355,79507.41,7440.07,54748.03,42.72,16424.63,,,
Providence,Weekly,"2023-05-28 00:00:00",Conventional,1.305999652,96779.35,8179.77,73330.11,16.50,14066.49,,,
Raleigh/Greensboro,Weekly,"2023-06-18 00:00:00",Conventional,1.166426763,420167.82,183898.26,79175.13,464.04,107693.65,,,
Raleigh/Greensboro,Weekly,"2023-06-11 00:00:00",Conventional,1.128887176,431182.39,184191.04,80708.15,571.41,116117.91,,,
Raleigh/Greensboro,Weekly,"2023-06-04 00:00:00",Conventional,1.115751235,449622.84,200936.68,87052.48,517.32,110477.49,,,
Raleigh/Greensboro,Weekly,"2023-05-28 00:00:00",Conventional,1.131114098,438559.69,199872.90,79437.40,578.73,112025.40,,,
Richmond/Norfolk,Weekly,"2023-06-18 00:00:00",Conventional,1.129105228,292180.72,101478.32,93953.30,226.28,68605.67,,,
Richmond/Norfolk,Weekly,"2023-06-11 00:00:00",Conventional,1.094703627,307734.14,112259.53,97823.20,206.32,70625.82,,,
Richmond/Norfolk,Weekly,"2023-06-04 00:00:00",Conventional,1.115815310,306266.19,135366.78,79100.09,240.75,66870.79,,,
Richmond/Norfolk,Weekly,"2023-05-28 00:00:00",Conventional,1.145256898,300559.67,134796.98,73282.88,262.91,69625.15,,,
Roanoke,Weekly,"2023-06-18 00:00:00",Conventional,1.026817253,181963.82,73336.23,56892.42,617.20,39362.34,,,
Roanoke,Weekly,"2023-06-11 00:00:00",Conventional,1.006585547,192930.15,78214.40,57963.80,1016.76,39754.02,,,
Roanoke,Weekly,"2023-06-04 00:00:00",Conventional,1.069333966,184999.22,89854.00,39358.45,1198.66,41510.54,,,
Roanoke,Weekly,"2023-05-28 00:00:00",Conventional,1.071105546,190869.67,94923.42,38164.55,876.11,43619.46,,,
Sacramento,Weekly,"2023-06-18 00:00:00",Conventional,1.545321399,389618.04,128517.16,174367.34,5624.13,68787.35,,,
Sacramento,Weekly,"2023-06-11 00:00:00",Conventional,1.371968467,461352.49,137368.41,239266.61,8289.41,64275.63,,,
Sacramento,Weekly,"2023-06-04 00:00:00",Conventional,1.206925329,489938.44,141550.84,267410.18,6473.36,63058.01,,,
Sacramento,Weekly,"2023-05-28 00:00:00",Conventional,1.414361905,416360.26,143122.46,183533.28,6464.63,70115.41,,,
"San Diego",Weekly,"2023-06-18 00:00:00",Conventional,1.170485775,556115.70,312342.04,11338.17,114144.94,110149.60,,,
"San Diego",Weekly,"2023-06-11 00:00:00",Conventional,1.165190740,529102.74,265858.86,11837.92,120841.69,122161.96,,,
"San Diego",Weekly,"2023-06-04 00:00:00",Conventional,1.245548896,511755.14,284470.92,19604.59,76830.76,122115.36,,,
"San Diego",Weekly,"2023-05-28 00:00:00",Conventional,1.056801964,586955.15,359341.23,27108.99,81362.48,110238.22,,,
"San Francisco",Weekly,"2023-06-18 00:00:00",Conventional,1.672187184,597626.44,183939.77,301996.60,5837.85,95001.20,,,
"San Francisco",Weekly,"2023-06-11 00:00:00",Conventional,1.486647968,692891.16,213954.94,370475.69,8563.40,89517.29,,,
"San Francisco",Weekly,"2023-06-04 00:00:00",Conventional,1.087506657,907333.16,207272.09,593306.56,7778.73,87422.29,,,
"San Francisco",Weekly,"2023-05-28 00:00:00",Conventional,1.398700217,704041.98,223065.64,366109.52,7348.13,96778.92,,,
Seattle,Weekly,"2023-06-18 00:00:00",Conventional,1.283659266,508439.58,257799.07,142351.33,29406.72,56419.63,,,
Seattle,Weekly,"2023-06-11 00:00:00",Conventional,1.269723899,592942.83,309178.97,176783.52,25657.95,56584.20,,,
Seattle,Weekly,"2023-06-04 00:00:00",Conventional,1.404722948,494542.68,281487.63,108338.69,15153.44,64415.04,,,
Seattle,Weekly,"2023-05-28 00:00:00",Conventional,1.448665182,511996.39,218450.59,198217.57,13733.51,61832.68,,,
"South Carolina",Weekly,"2023-06-18 00:00:00",Conventional,1.109760249,571395.91,303796.63,105035.36,311.04,125819.80,,,
"South Carolina",Weekly,"2023-06-11 00:00:00",Conventional,1.064174458,591781.88,314935.66,87480.41,303.77,142120.67,,,
"South Carolina",Weekly,"2023-06-04 00:00:00",Conventional,1.061410187,598709.14,344971.77,72735.01,449.49,135259.00,,,
"South Carolina",Weekly,"2023-05-28 00:00:00",Conventional,1.107412350,585172.79,315250.57,94671.33,417.84,126685.76,,,
Spokane,Weekly,"2023-06-18 00:00:00",Conventional,1.098101370,76260.10,43008.31,17581.29,1.89,12267.73,,,
Spokane,Weekly,"2023-06-11 00:00:00",Conventional,1.100735953,88050.86,50842.87,21065.21,20.95,12995.94,,,
Spokane,Weekly,"2023-06-04 00:00:00",Conventional,1.233213517,79554.05,43409.85,19802.19,44.52,12963.65,,,
Spokane,Weekly,"2023-05-28 00:00:00",Conventional,1.244111656,80342.62,39040.01,23903.39,134.58,14202.54,,,
"St. Louis",Weekly,"2023-06-18 00:00:00",Conventional,0.976965461,224308.93,136290.80,18957.58,4.20,62124.87,,,
"St. Louis",Weekly,"2023-06-11 00:00:00",Conventional,0.966941557,217383.24,131011.05,16039.84,131.33,62341.93,,,
"St. Louis",Weekly,"2023-06-04 00:00:00",Conventional,0.973096895,216651.90,133368.07,13361.34,49.91,62122.29,,,
"St. Louis",Weekly,"2023-05-28 00:00:00",Conventional,0.947202053,230480.39,143310.25,16789.56,93.02,62204.75,,,
Syracuse,Weekly,"2023-06-18 00:00:00",Conventional,1.099647796,86413.79,13282.44,37653.53,445.97,32680.19,,,
Syracuse,Weekly,"2023-06-11 00:00:00",Conventional,1.090226751,89777.69,13762.22,38745.35,341.37,34486.02,,,
Syracuse,Weekly,"2023-06-04 00:00:00",Conventional,1.062205449,91405.26,16195.01,42243.97,341.75,30380.51,,,
Syracuse,Weekly,"2023-05-28 00:00:00",Conventional,1.108142726,88010.79,13940.48,37951.21,540.84,33006.48,,,
Tampa,Weekly,"2023-06-18 00:00:00",Conventional,0.975691616,613731.96,481021.04,5033.68,179.50,121731.41,,,
Tampa,Weekly,"2023-06-11 00:00:00",Conventional,0.917790901,700713.57,472898.31,5224.52,221.11,197107.83,,,
Tampa,Weekly,"2023-06-04 00:00:00",Conventional,0.917726101,716445.86,466612.32,6003.88,125.57,210720.87,,,
Tampa,Weekly,"2023-05-28 00:00:00",Conventional,0.946005030,701935.02,473559.93,6479.41,137.93,191504.52,,,
Toledo,Weekly,"2023-06-18 00:00:00",Conventional,1.092112531,119834.73,33193.63,52793.13,7007.30,21834.58,,,
Toledo,Weekly,"2023-06-11 00:00:00",Conventional,0.988511296,142630.27,36003.20,64059.93,17471.58,21401.57,,,
Toledo,Weekly,"2023-06-04 00:00:00",Conventional,1.046834860,138336.57,50187.98,40037.47,22192.24,21831.40,,,
Toledo,Weekly,"2023-05-28 00:00:00",Conventional,1.067227231,135162.98,39879.86,59152.01,8201.13,22635.63,,,
"West Tex/New Mexico",Weekly,"2023-06-18 00:00:00",Conventional,0.737741581,1068856.25,497861.01,125228.45,5475.59,368618.85,,,
"West Tex/New Mexico",Weekly,"2023-06-11 00:00:00",Conventional,0.769309355,1005551.03,541131.79,111420.59,2893.92,277906.53,,,
"West Tex/New Mexico",Weekly,"2023-06-04 00:00:00",Conventional,0.810228286,1039713.90,569097.40,109006.49,3574.02,292420.09,,,
"West Tex/New Mexico",Weekly,"2023-05-28 00:00:00",Conventional,0.847624052,980658.90,507210.68,113128.39,2921.46,282104.90,,,
Wichita,Weekly,"2023-06-18 00:00:00",Conventional,0.891670112,124811.72,56083.56,35785.29,108.82,21297.32,,,
Wichita,Weekly,"2023-06-11 00:00:00",Conventional,0.833181874,126172.44,56931.66,34208.03,103.24,30962.49,,,
Wichita,Weekly,"2023-06-04 00:00:00",Conventional,0.891082951,118195.45,60004.53,21257.79,81.38,35961.14,,,
Wichita,Weekly,"2023-05-28 00:00:00",Conventional,0.879202489,121622.41,52016.38,33402.03,126.17,35244.95,,,
California,Weekly,"2023-06-18 00:00:00",Conventional,1.287914039,5828858.94,2706979.50,802332.25,1113893.39,1078478.33,,,
California,Weekly,"2023-06-11 00:00:00",Conventional,1.245473212,5980690.56,2510002.96,1013020.66,1213697.80,1117795.46,,,
California,Weekly,"2023-06-04 00:00:00",Conventional,1.225742731,6073393.50,2600537.89,1432126.23,832257.12,1086309.27,,,
California,Weekly,"2023-05-28 00:00:00",Conventional,1.184287988,6200095.97,2963268.57,1031874.25,1009989.99,1067004.69,,,
"Great Lakes",Weekly,"2023-06-18 00:00:00",Conventional,1.143672227,3773184.40,1186843.67,1367128.77,279131.40,838009.48,,,
"Great Lakes",Weekly,"2023-06-11 00:00:00",Conventional,1.050430792,4254211.16,1203522.49,1518227.20,630537.03,791512.13,,,
"Great Lakes",Weekly,"2023-06-04 00:00:00",Conventional,1.090063790,4223040.83,1352646.67,1281882.49,683687.96,789465.34,,,
"Great Lakes",Weekly,"2023-05-28 00:00:00",Conventional,1.144206180,3996244.57,1262348.87,1433505.75,310644.00,851397.37,,,
Midsouth,Weekly,"2023-06-18 00:00:00",Conventional,1.157671172,3867801.17,1561674.08,1034156.70,11680.31,932932.21,,,
Midsouth,Weekly,"2023-06-11 00:00:00",Conventional,1.111407823,4053930.28,1686106.40,999565.84,18774.42,1028895.35,,,
Midsouth,Weekly,"2023-06-04 00:00:00",Conventional,1.124457737,4083803.25,1843772.10,871354.52,21121.59,1023485.10,,,
Midsouth,Weekly,"2023-05-28 00:00:00",Conventional,1.130066145,4084661.36,1763227.98,923397.20,12959.18,1077750.88,,,
Northeast,Weekly,"2023-06-18 00:00:00",Conventional,1.070679866,6018373.85,821333.30,3460281.13,42372.87,1375208.20,,,
Northeast,Weekly,"2023-06-11 00:00:00",Conventional,1.256243594,5017079.02,773092.42,2501066.45,43956.63,1521652.80,,,
Northeast,Weekly,"2023-06-04 00:00:00",Conventional,1.163059658,5986905.28,949026.95,3394173.57,47496.43,1439218.82,,,
Northeast,Weekly,"2023-05-28 00:00:00",Conventional,1.204116021,5462899.58,805113.11,2907994.59,41948.56,1558981.95,,,
Plains,Weekly,"2023-06-18 00:00:00",Conventional,0.930969363,2154437.34,1153474.70,403923.91,6743.01,427739.86,,,
Plains,Weekly,"2023-06-11 00:00:00",Conventional,0.933842947,2113910.78,1142928.23,377611.39,8462.99,462875.71,,,
Plains,Weekly,"2023-06-04 00:00:00",Conventional,0.959148527,2176975.56,1233655.99,341625.28,7628.12,483897.31,,,
Plains,Weekly,"2023-05-28 00:00:00",Conventional,0.965594743,2167660.19,1145632.76,388561.46,8144.47,508696.58,,,
"South Central",Weekly,"2023-06-18 00:00:00",Conventional,0.823845557,5448139.81,2594785.56,1012167.00,110696.58,980740.20,,,
"South Central",Weekly,"2023-06-11 00:00:00",Conventional,0.811463939,5491843.79,2720523.31,950459.82,101703.55,1028009.11,,,
"South Central",Weekly,"2023-06-04 00:00:00",Conventional,0.811648815,5722203.77,3062929.07,835916.56,92743.76,1081386.22,,,
"South Central",Weekly,"2023-05-28 00:00:00",Conventional,0.852848843,5586911.23,2710554.89,958221.08,110234.44,1152364.01,,,
Southeast,Weekly,"2023-06-18 00:00:00",Conventional,1.028556017,5645349.28,3798083.94,478623.75,2016.24,1197735.87,,,
Southeast,Weekly,"2023-06-11 00:00:00",Conventional,0.977471531,6053777.17,3863307.60,410623.17,2374.19,1506341.19,,,
Southeast,Weekly,"2023-06-04 00:00:00",Conventional,0.980376278,6201586.97,4007553.00,335522.91,2141.07,1540838.61,,,
Southeast,Weekly,"2023-05-28 00:00:00",Conventional,1.012318240,6157211.98,3969596.22,456327.41,3365.61,1388710.18,,,
West,Weekly,"2023-06-18 00:00:00",Conventional,1.004406013,6887189.26,3269077.06,2003781.23,141793.12,1206500.14,,,
West,Weekly,"2023-06-11 00:00:00",Conventional,0.988468513,7122971.28,3272556.41,2290730.51,146349.46,1144942.71,,,
West,Weekly,"2023-06-04 00:00:00",Conventional,1.042606147,7122573.62,3901621.41,1673731.09,128956.31,1150420.39,,,
West,Weekly,"2023-05-28 00:00:00",Conventional,1.067128148,6888067.04,3184645.05,2153227.00,122244.76,1160889.21,,,
"Total U.S.",Weekly,"2023-06-18 00:00:00",Conventional,1.059021995,39623334.05,17092251.80,10562394.73,1708326.94,8037344.28,,,
"Total U.S.",Weekly,"2023-06-11 00:00:00",Conventional,1.050540662,40088414.03,17172039.82,10061305.05,2165856.07,8602024.45,,,
"Total U.S.",Weekly,"2023-06-04 00:00:00",Conventional,1.054120598,41590482.76,18951743.09,10166332.65,1816032.35,8595021.04,,,
"Total U.S.",Weekly,"2023-05-28 00:00:00",Conventional,1.074160815,40543751.92,17804387.44,10253108.73,1619531.01,8765794.87,,,
Albany,Weekly,"2023-06-18 00:00:00",Organic,1.704781558,2403.65,214.01,325.10,0.00,1063.16,,,
Albany,Weekly,"2023-06-11 00:00:00",Organic,1.556961113,3465.46,228.75,248.40,0.00,1114.32,,,
Albany,Weekly,"2023-06-04 00:00:00",Organic,1.566998482,3453.94,257.64,255.57,0.00,1257.36,,,
Albany,Weekly,"2023-05-28 00:00:00",Organic,1.643482939,3932.49,338.22,264.92,0.00,1598.38,,,
Atlanta,Weekly,"2023-06-18 00:00:00",Organic,1.600338000,19587.21,37.23,9264.88,0.00,7170.94,,,
Atlanta,Weekly,"2023-06-11 00:00:00",Organic,1.582856820,21349.22,177.24,10187.86,0.00,9967.46,,,
Atlanta,Weekly,"2023-06-04 00:00:00",Organic,1.660545505,18635.27,189.33,10433.82,0.00,7276.07,,,
Atlanta,Weekly,"2023-05-28 00:00:00",Organic,1.676526878,19419.41,88.92,10572.28,0.00,7953.38,,,
Baltimore/Washington,Weekly,"2023-06-18 00:00:00",Organic,1.710751344,45984.94,446.42,11454.90,4.61,26982.67,,,
Baltimore/Washington,Weekly,"2023-06-11 00:00:00",Organic,1.535227321,54806.36,1047.11,10379.42,5.75,30512.86,,,
Baltimore/Washington,Weekly,"2023-06-04 00:00:00",Organic,1.616587698,49360.15,737.78,12209.80,13.81,26628.09,,,
Baltimore/Washington,Weekly,"2023-05-28 00:00:00",Organic,1.456317914,54137.04,326.45,10396.96,21.89,35100.78,,,
Birmingham/Montgomery,Weekly,"2023-06-18 00:00:00",Organic,1.265170564,11127.13,60.48,415.70,0.00,5427.08,,,
Birmingham/Montgomery,Weekly,"2023-06-11 00:00:00",Organic,1.278591662,7592.45,62.08,361.15,0.00,6745.29,,,
Birmingham/Montgomery,Weekly,"2023-06-04 00:00:00",Organic,1.314072812,6734.85,143.27,417.01,0.00,5773.86,,,
Birmingham/Montgomery,Weekly,"2023-05-28 00:00:00",Organic,1.148023088,9957.81,68.10,429.70,0.00,9096.97,,,
Boise,Weekly,"2023-06-18 00:00:00",Organic,2.040050035,4744.06,11.10,3812.12,0.00,920.85,,,
Boise,Weekly,"2023-06-11 00:00:00",Organic,1.985138016,5170.09,24.70,4039.74,0.00,1105.65,,,
Boise,Weekly,"2023-06-04 00:00:00",Organic,2.022082414,5016.37,13.24,3956.68,0.00,1046.46,,,
Boise,Weekly,"2023-05-28 00:00:00",Organic,1.825750035,5315.55,13.32,3852.57,0.00,1449.66,,,
Boston,Weekly,"2023-06-18 00:00:00",Organic,1.679651839,29881.25,224.87,2563.94,0.00,18010.47,,,
Boston,Weekly,"2023-06-11 00:00:00",Organic,1.592714191,35926.74,252.51,2298.70,0.00,18759.51,,,
Boston,Weekly,"2023-06-04 00:00:00",Organic,1.584316522,40370.68,285.05,1800.76,0.00,21679.91,,,
Boston,Weekly,"2023-05-28 00:00:00",Organic,1.646080309,32558.01,286.06,2262.98,0.00,17719.25,,,
Buffalo/Rochester,Weekly,"2023-06-18 00:00:00",Organic,1.673356525,11723.38,867.99,70.71,0.00,9745.18,,,
Buffalo/Rochester,Weekly,"2023-06-11 00:00:00",Organic,1.662001545,11902.32,592.67,110.64,0.00,9399.18,,,
